IDpol,ClaimNb,Exposure,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Region,Area
1094,0,0.9,8,15,38,105,B2,Regular,R4,Rural
1095,1,0.73,11,15,18,73,B1,Diesel,R7,Suburban
1096,0,0.65,4,18,75,126,B3,Regular,R20,Urban
1097,0,0.69,5,14,86,145,B1,Regular,R5,Urban
1098,0,0.93,10,6,88,125,B1,Regular,R20,Urban
1099,0,0.87,4,4,30,57,B4,Diesel,R5,Rural
1100,0,0.64,4,10,69,137,B3,Diesel,R7,Suburban
1101,0,0.56,7,9,40,93,B3,Regular,R17,Rural
1102,0,0.63,8,8,38,129,B1,Diesel,R12,Suburban
1103,0,0.96,4,0,23,145,B2,Diesel,R15,Rural
1104,0,0.79,9,19,37,83,B3,Diesel,R3,Suburban
1105,1,0.77,10,0,57,84,B2,Diesel,R17,Rural
1106,0,0.8,11,7,26,145,B2,Diesel,R14,Urban
1107,1,0.68,11,2,67,99,B3,Regular,R15,Rural
1108,0,0.9,4,1,45,66,B2,Regular,R15,Urban
1109,0,0.76,5,3,28,51,B3,Regular,R15,Urban
1110,0,0.56,8,18,73,139,B4,Diesel,R19,Urban
1111,1,0.56,8,10,52,103,B3,Diesel,R11,Rural
1112,0,0.77,11,4,42,93,B3,Diesel,R18,Urban
1113,0,0.97,4,9,36,130,B3,Regular,R21,Rural
1114,0,0.65,8,7,48,98,B4,Regular,R10,Suburban
1115,0,0.93,5,12,67,51,B2,Regular,R21,Rural
1116,0,0.88,11,4,80,121,B4,Regular,R9,Rural
1117,0,0.62,10,11,64,119,B2,Regular,R3,Rural
1118,0,0.52,5,12,18,58,B3,Regular,R1,Suburban
1119,0,0.55,5,7,75,50,B3,Regular,R21,Suburban
1120,1,0.86,9,14,27,118,B4,Regular,R11,Suburban
1121,0,0.6,7,12,25,58,B4,Diesel,R16,Urban
1122,0,0.69,4,0,43,63,B4,Diesel,R3,Rural
1123,0,0.75,10,5,51,76,B4,Diesel,R21,Rural
1124,0,0.86,11,10,36,58,B3,Regular,R9,Urban
1125,0,0.56,8,12,89,85,B3,Regular,R11,Urban
1126,0,0.7,5,19,18,142,B1,Regular,R17,Rural
1127,0,0.74,11,0,65,133,B4,Diesel,R1,Urban
1128,0,0.77,4,10,42,128,B4,Regular,R9,Urban
1129,1,0.91,10,10,41,149,B2,Diesel,R3,Suburban
1130,0,0.59,10,7,64,52,B2,Diesel,R10,Urban
1131,0,0.9,4,2,86,72,B3,Regular,R5,Urban
1132,0,0.85,7,18,84,122,B1,Diesel,R11,Rural
1133,0,0.78,9,11,49,79,B4,Regular,R5,Urban
1134,0,0.85,8,5,34,68,B1,Diesel,R12,Urban
1135,0,0.71,9,7,78,116,B1,Regular,R14,Urban
1136,0,0.57,10,4,86,99,B3,Regular,R12,Suburban
1137,0,0.83,8,9,28,97,B1,Regular,R19,Rural
1138,0,0.76,10,15,55,52,B4,Diesel,R9,Suburban
1139,0,0.82,5,11,85,147,B3,Regular,R7,Urban
1140,0,0.67,5,16,36,115,B1,Regular,R16,Rural
1141,0,0.95,4,5,34,76,B3,Regular,R7,Rural
1142,0,0.79,8,8,30,136,B3,Regular,R14,Urban
1143,0,0.54,8,9,18,145,B2,Regular,R8,Suburban
1144,0,0.72,10,19,19,148,B3,Diesel,R21,Urban
1145,0,0.88,9,13,83,89,B1,Diesel,R18,Suburban
1146,0,0.9,5,13,85,67,B2,Diesel,R3,Urban
1147,0,0.75,6,16,33,76,B4,Regular,R2,Rural
1148,0,0.95,4,15,21,60,B4,Regular,R5,Rural
1149,0,0.63,11,3,74,88,B4,Regular,R8,Suburban
1150,0,0.71,8,1,40,68,B4,Diesel,R19,Urban
1151,0,0.95,7,15,19,138,B4,Diesel,R22,Suburban
1152,0,0.95,7,0,84,56,B1,Regular,R9,Rural
1153,0,0.84,6,2,43,144,B3,Diesel,R2,Rural
1154,0,0.93,5,10,24,106,B2,Diesel,R15,Suburban
1155,0,0.54,5,15,61,51,B3,Regular,R8,Suburban
1156,0,0.93,5,17,50,87,B3,Diesel,R10,Suburban
1157,1,0.66,9,14,81,54,B1,Regular,R7,Suburban
1158,0,0.59,10,8,53,127,B1,Diesel,R19,Suburban
1159,0,0.62,7,11,21,131,B1,Diesel,R1,Urban
1160,0,0.71,5,17,40,85,B2,Diesel,R22,Suburban
1161,0,0.63,7,4,42,117,B1,Regular,R2,Suburban
1162,0,0.66,6,7,44,137,B3,Diesel,R3,Rural
1163,0,0.57,4,2,68,126,B2,Regular,R14,Rural
1164,0,0.65,10,1,86,134,B1,Diesel,R15,Urban
1165,0,0.79,9,18,40,106,B1,Regular,R21,Suburban
1166,0,0.72,8,7,26,146,B1,Regular,R14,Suburban
1167,0,0.67,6,1,50,69,B3,Regular,R8,Rural
1168,0,0.87,10,18,52,54,B1,Diesel,R18,Rural
1169,0,0.95,7,0,67,73,B3,Regular,R22,Rural
1170,0,0.88,6,12,41,148,B2,Diesel,R17,Suburban
1171,0,0.67,8,19,41,79,B1,Regular,R7,Suburban
1172,0,0.87,10,16,36,77,B4,Regular,R20,Urban
1173,0,0.58,9,2,56,102,B4,Regular,R1,Rural
1174,0,0.57,11,8,78,100,B3,Regular,R9,Rural
1175,0,0.67,4,4,42,56,B1,Diesel,R9,Rural
1176,0,0.9,8,5,42,91,B1,Diesel,R11,Rural
1177,0,0.62,10,3,44,84,B4,Regular,R19,Rural
1178,0,0.53,9,16,49,143,B2,Diesel,R6,Suburban
1179,0,0.57,7,15,28,83,B2,Diesel,R7,Suburban
1180,1,0.93,8,15,86,122,B3,Regular,R15,Rural
1181,0,0.82,11,10,50,125,B4,Diesel,R20,Rural
1182,0,0.63,6,1,36,103,B3,Diesel,R6,Suburban
1183,0,0.78,5,16,33,78,B3,Regular,R9,Suburban
1184,0,0.76,6,14,28,59,B2,Diesel,R15,Urban
1185,0,0.83,7,17,86,76,B4,Regular,R22,Suburban
1186,0,0.62,10,9,72,132,B3,Diesel,R6,Urban
1187,0,0.93,11,5,42,62,B2,Regular,R7,Rural
1188,0,0.65,4,15,51,91,B2,Diesel,R17,Rural
1189,0,0.85,8,4,29,86,B1,Diesel,R6,Rural
1190,0,0.51,10,11,38,110,B4,Diesel,R9,Suburban
1191,0,0.69,4,5,46,145,B4,Diesel,R3,Suburban
1192,0,0.68,7,13,68,128,B1,Diesel,R14,Rural
1193,0,0.77,8,15,40,70,B3,Regular,R6,Rural
1194,0,0.54,9,6,50,52,B2,Diesel,R4,Urban
1195,0,0.9,9,1,25,57,B2,Regular,R16,Suburban
1196,0,0.61,10,5,59,119,B2,Regular,R16,Suburban
1197,0,0.84,6,8,86,142,B1,Diesel,R9,Urban
1198,0,0.9,10,6,58,132,B2,Regular,R4,Rural
1199,0,0.78,6,1,80,66,B3,Diesel,R8,Rural
1200,0,0.87,11,18,31,59,B3,Diesel,R8,Suburban
1201,0,0.83,7,7,79,146,B1,Diesel,R6,Suburban
1202,1,0.68,9,10,63,62,B3,Diesel,R8,Rural
1203,0,0.9,11,3,84,140,B4,Regular,R6,Urban
1204,0,0.65,8,15,70,61,B4,Diesel,R14,Urban
1205,0,0.79,9,17,69,115,B2,Diesel,R14,Urban
1206,0,0.87,6,12,24,123,B2,Diesel,R18,Suburban
1207,0,0.69,10,4,71,134,B4,Regular,R13,Urban
1208,0,0.65,7,1,28,72,B3,Regular,R15,Suburban
1209,0,0.73,9,10,42,114,B1,Regular,R3,Suburban
1210,2,0.91,11,0,76,146,B2,Regular,R6,Rural
1211,0,0.96,7,12,83,101,B2,Diesel,R20,Rural
1212,0,0.77,11,4,44,110,B4,Regular,R17,Urban
1213,0,0.83,9,17,75,75,B4,Regular,R20,Urban
1214,0,0.95,10,13,28,64,B1,Regular,R16,Suburban
1215,0,0.55,4,12,72,71,B2,Regular,R6,Rural
1216,0,0.62,10,6,36,138,B3,Diesel,R8,Rural
1217,0,0.85,9,7,56,114,B3,Diesel,R13,Suburban
1218,0,0.91,6,17,87,75,B4,Regular,R13,Urban
1219,0,0.93,10,6,28,70,B1,Regular,R20,Urban
1220,0,0.71,8,19,31,73,B4,Diesel,R17,Suburban
1221,0,0.54,6,16,77,65,B1,Diesel,R21,Rural
1222,0,0.72,6,15,53,81,B3,Diesel,R22,Suburban
1223,1,0.62,6,10,58,65,B1,Diesel,R3,Suburban
1224,0,0.65,7,18,19,126,B3,Regular,R13,Urban
1225,0,0.89,5,0,74,91,B1,Regular,R7,Rural
1226,0,0.54,5,7,77,81,B4,Diesel,R20,Urban
1227,0,0.91,4,0,37,99,B3,Regular,R5,Urban
1228,0,0.71,11,8,39,90,B2,Regular,R11,Rural
1229,0,0.8,11,18,21,73,B2,Regular,R18,Urban
1230,0,0.54,6,8,73,62,B3,Diesel,R4,Suburban
1231,0,0.67,5,9,75,124,B2,Diesel,R20,Suburban
1232,0,0.54,4,10,82,128,B3,Diesel,R22,Rural
1233,0,0.98,7,0,75,59,B4,Diesel,R7,Suburban
1234,1,0.9,6,19,47,91,B4,Regular,R4,Suburban
1235,0,0.73,8,7,36,90,B1,Diesel,R10,Suburban
1236,0,0.61,7,19,79,52,B2,Diesel,R1,Suburban
1237,0,0.97,4,11,85,104,B2,Regular,R17,Urban
1238,0,0.67,7,0,61,65,B2,Diesel,R5,Suburban
1239,0,0.58,8,9,78,93,B3,Regular,R17,Rural
1240,1,0.78,11,3,38,130,B4,Diesel,R3,Urban
1241,0,0.97,7,14,27,138,B2,Regular,R9,Suburban
1242,1,0.5,4,18,47,79,B1,Regular,R3,Suburban
1243,0,0.62,11,5,41,148,B2,Regular,R3,Rural
1244,0,0.97,11,4,65,86,B1,Regular,R9,Urban
1245,0,0.59,11,4,72,109,B2,Diesel,R5,Suburban
1246,0,0.56,8,17,69,126,B2,Regular,R10,Rural
1247,0,0.79,8,2,55,73,B4,Regular,R15,Urban
1248,0,0.93,11,1,84,75,B1,Diesel,R12,Urban
1249,0,0.74,7,3,25,107,B2,Regular,R6,Suburban
1250,0,1.0,8,17,46,58,B1,Regular,R7,Rural
1251,0,0.84,10,8,27,110,B1,Diesel,R7,Rural
1252,0,0.54,7,18,86,68,B4,Diesel,R4,Suburban
1253,1,1.0,6,9,85,77,B4,Diesel,R13,Suburban
1254,0,0.7,8,14,66,56,B1,Regular,R15,Suburban
1255,0,0.64,7,0,75,94,B4,Regular,R18,Rural
1256,0,0.78,6,10,52,135,B2,Diesel,R18,Urban
1257,0,0.65,8,13,67,143,B2,Diesel,R7,Suburban
1258,1,0.54,6,9,57,112,B4,Diesel,R10,Suburban
1259,0,0.5,9,18,29,86,B1,Regular,R16,Urban
1260,0,0.72,8,15,33,65,B2,Regular,R8,Urban
1261,0,0.92,9,7,65,149,B3,Diesel,R19,Rural
1262,0,0.79,4,1,18,54,B1,Regular,R11,Suburban
1263,0,1.0,4,6,82,78,B1,Regular,R21,Rural
1264,0,0.64,7,18,39,101,B3,Regular,R6,Urban
1265,0,0.64,5,6,32,72,B3,Diesel,R10,Suburban
1266,0,0.58,9,14,84,55,B1,Diesel,R19,Rural
1267,0,0.58,9,7,31,85,B3,Regular,R14,Rural
1268,0,0.64,4,13,36,106,B4,Diesel,R20,Urban
1269,0,0.9,9,0,57,82,B4,Regular,R6,Suburban
1270,0,0.95,5,12,21,98,B1,Regular,R4,Rural
1271,0,0.99,11,2,50,90,B4,Diesel,R20,Rural
1272,0,0.62,6,5,60,129,B2,Diesel,R15,Urban
1273,0,0.94,6,18,54,104,B4,Diesel,R5,Suburban
1274,0,0.66,5,14,83,147,B4,Regular,R16,Urban
1275,0,0.56,9,3,44,75,B3,Diesel,R7,Rural
1276,0,0.94,9,2,62,86,B4,Regular,R2,Suburban
1277,0,0.82,9,3,67,126,B1,Regular,R13,Urban
1278,0,0.58,10,4,80,66,B4,Regular,R2,Suburban
1279,0,0.71,7,17,23,145,B4,Regular,R9,Suburban
1280,0,0.64,8,9,84,81,B1,Regular,R20,Suburban
1281,0,0.87,5,7,84,77,B1,Diesel,R5,Rural
1282,0,0.73,5,11,76,142,B3,Regular,R3,Suburban
1283,0,0.99,10,2,30,74,B2,Regular,R2,Urban
1284,1,0.53,5,17,38,96,B4,Diesel,R14,Suburban
1285,0,0.68,11,7,81,71,B2,Regular,R8,Suburban
1286,0,0.74,11,0,54,140,B3,Diesel,R20,Rural
1287,1,0.75,5,13,65,110,B1,Regular,R12,Urban
1288,0,0.66,10,12,73,93,B1,Diesel,R17,Suburban
1289,0,0.86,5,11,61,69,B1,Diesel,R16,Rural
1290,0,0.94,9,2,30,99,B3,Diesel,R6,Rural
1291,2,0.97,10,17,21,137,B4,Diesel,R6,Suburban
1292,1,0.9,7,12,50,96,B3,Diesel,R18,Suburban
1293,0,0.93,4,14,54,96,B1,Regular,R2,Suburban
1294,0,0.78,9,9,70,121,B4,Diesel,R8,Rural
1295,0,0.91,11,0,41,100,B1,Diesel,R14,Suburban
1296,0,0.65,9,5,68,104,B1,Diesel,R2,Rural
1297,0,0.7,8,8,58,127,B3,Regular,R17,Urban
1298,0,0.66,10,9,46,88,B3,Diesel,R16,Suburban
1299,0,0.73,11,14,76,63,B2,Regular,R18,Urban
1300,0,0.64,4,8,57,118,B1,Regular,R21,Urban
1301,0,0.98,5,13,68,96,B4,Diesel,R6,Urban
1302,0,0.66,4,10,67,70,B1,Regular,R17,Rural
1303,0,0.55,7,6,53,64,B4,Regular,R18,Rural
1304,1,0.76,6,1,77,149,B2,Regular,R14,Rural
1305,0,0.53,9,13,35,146,B1,Regular,R10,Rural
1306,0,0.56,10,5,37,130,B4,Regular,R4,Urban
1307,0,0.61,10,4,22,133,B4,Diesel,R18,Rural
1308,0,0.73,4,4,35,50,B2,Regular,R11,Urban
1309,0,0.72,8,18,57,129,B3,Regular,R22,Urban
1310,0,0.9,11,18,18,131,B2,Regular,R16,Rural
1311,1,0.87,7,5,36,59,B4,Regular,R4,Urban
1312,0,0.71,6,9,43,72,B2,Regular,R19,Rural
1313,0,0.67,7,13,46,67,B3,Diesel,R6,Urban
1314,0,0.66,10,16,76,107,B1,Regular,R8,Suburban
1315,0,0.89,5,2,80,122,B2,Regular,R18,Rural
1316,0,0.53,6,0,79,143,B2,Regular,R19,Urban
1317,1,0.51,11,9,65,126,B1,Diesel,R18,Rural
1318,0,0.9,11,2,79,101,B2,Diesel,R16,Urban
1319,0,0.74,10,4,35,144,B3,Diesel,R7,Rural
1320,0,0.57,8,18,83,95,B4,Regular,R17,Suburban
1321,0,0.62,6,9,44,62,B2,Regular,R3,Suburban
1322,0,0.97,10,15,23,145,B1,Regular,R22,Rural
1323,0,0.93,8,0,87,66,B1,Regular,R15,Rural
1324,0,0.85,5,5,76,116,B2,Regular,R4,Urban
1325,1,0.74,8,8,23,110,B1,Regular,R16,Urban
1326,1,0.76,7,4,48,114,B4,Regular,R14,Rural
1327,0,0.99,4,13,73,102,B4,Regular,R17,Suburban
1328,0,0.98,7,9,71,54,B1,Regular,R9,Suburban
1329,0,0.61,11,1,58,81,B2,Regular,R7,Rural
1330,0,0.91,10,4,35,138,B2,Regular,R14,Urban
1331,0,0.6,10,0,40,94,B1,Diesel,R12,Rural
1332,0,0.61,9,9,53,105,B4,Diesel,R17,Rural
1333,0,0.84,7,8,42,54,B4,Diesel,R9,Suburban
1334,0,0.7,6,2,24,136,B2,Diesel,R12,Suburban
1335,0,0.97,11,14,37,125,B4,Regular,R12,Urban
1336,0,0.54,5,3,22,83,B3,Diesel,R8,Urban
1337,0,0.76,11,12,35,110,B4,Diesel,R10,Rural
1338,0,0.96,9,5,50,136,B2,Diesel,R12,Rural
1339,0,0.95,9,19,52,129,B4,Diesel,R5,Rural
1340,0,0.58,9,16,82,111,B4,Diesel,R20,Rural
1341,0,0.68,10,4,80,118,B1,Regular,R1,Suburban
1342,0,0.81,4,14,89,112,B3,Diesel,R9,Urban
1343,0,0.58,8,7,88,93,B1,Diesel,R15,Urban
1344,0,0.98,6,4,58,77,B4,Regular,R2,Urban
1345,0,0.96,11,12,67,119,B4,Diesel,R4,Urban
1346,0,0.58,10,0,47,62,B1,Regular,R4,Suburban
1347,0,0.56,11,0,55,92,B3,Regular,R3,Rural
1348,0,0.54,5,6,52,79,B2,Regular,R16,Urban
1349,0,0.95,10,4,83,75,B1,Regular,R8,Urban
1350,0,0.6,4,13,63,130,B4,Diesel,R7,Rural
1351,0,0.71,11,14,25,112,B4,Diesel,R12,Suburban
1352,0,0.72,10,16,85,122,B2,Regular,R12,Suburban
1353,0,0.8,10,17,54,106,B4,Diesel,R4,Urban
1354,0,0.54,7,6,30,113,B4,Regular,R15,Urban
1355,0,0.61,5,17,62,129,B2,Diesel,R6,Urban
1356,0,0.97,9,18,46,98,B4,Diesel,R3,Suburban
1357,0,0.95,5,19,58,101,B4,Regular,R7,Urban
1358,0,0.89,5,6,73,112,B3,Diesel,R22,Rural
1359,0,0.51,7,7,33,131,B1,Regular,R21,Suburban
1360,0,0.66,8,12,29,62,B3,Regular,R6,Suburban
1361,0,0.81,10,17,83,142,B3,Diesel,R1,Rural
1362,0,0.64,6,10,79,137,B4,Diesel,R8,Rural
1363,0,0.95,9,8,36,94,B1,Regular,R1,Suburban
1364,0,0.82,11,0,47,95,B1,Regular,R16,Urban
1365,0,0.54,8,7,33,126,B4,Diesel,R3,Suburban
1366,0,0.95,4,11,30,138,B3,Diesel,R2,Urban
1367,0,0.98,10,1,86,90,B3,Diesel,R6,Rural
1368,0,0.54,9,14,40,95,B3,Diesel,R8,Urban
1369,0,0.77,6,17,79,50,B1,Regular,R7,Rural
1370,0,0.65,10,16,48,122,B4,Diesel,R7,Urban
1371,1,0.7,4,14,70,117,B1,Diesel,R21,Urban
1372,0,0.59,7,19,34,141,B3,Regular,R19,Rural
1373,0,0.79,8,19,66,61,B1,Diesel,R18,Urban
1374,0,0.98,10,8,66,137,B1,Regular,R3,Suburban
1375,0,0.75,9,2,84,122,B4,Regular,R11,Urban
1376,0,0.54,5,19,43,84,B4,Diesel,R11,Suburban
1377,1,0.81,11,18,30,148,B1,Diesel,R3,Rural
1378,1,0.67,11,17,55,82,B2,Regular,R1,Urban
1379,0,0.93,11,19,39,107,B4,Regular,R22,Urban
1380,0,0.72,6,7,46,84,B2,Diesel,R10,Suburban
1381,0,0.6,10,0,62,95,B4,Regular,R2,Suburban
1382,0,0.6,11,14,63,133,B3,Regular,R17,Rural
1383,0,0.88,9,18,56,115,B2,Regular,R9,Suburban
1384,0,0.63,5,9,86,93,B3,Regular,R18,Suburban
1385,0,0.88,9,11,85,75,B3,Regular,R20,Suburban
1386,0,0.6,10,5,56,91,B1,Regular,R9,Urban
1387,0,0.66,4,12,37,126,B3,Regular,R11,Urban
1388,0,0.73,5,3,85,79,B3,Diesel,R17,Urban
1389,0,0.97,5,12,52,81,B3,Regular,R14,Urban
1390,0,0.97,9,16,25,85,B3,Diesel,R18,Urban
1391,0,0.6,7,0,69,68,B1,Regular,R18,Suburban
1392,0,0.68,10,4,57,71,B1,Diesel,R12,Suburban
1393,0,0.57,11,16,53,114,B3,Regular,R18,Urban
1394,0,0.75,7,17,23,106,B2,Diesel,R8,Urban
1395,0,0.73,8,6,87,60,B4,Diesel,R8,Rural
1396,0,0.95,11,15,33,75,B2,Diesel,R8,Rural
1397,0,0.97,4,7,63,97,B3,Diesel,R20,Suburban
1398,0,0.69,7,11,76,68,B1,Regular,R15,Rural
1399,0,0.75,9,13,55,132,B3,Regular,R8,Suburban
1400,1,0.95,10,18,35,61,B3,Regular,R14,Rural
1401,0,0.9,7,10,29,116,B1,Regular,R13,Urban
1402,0,0.5,8,11,71,105,B2,Diesel,R8,Urban
1403,0,0.66,6,12,64,67,B4,Regular,R17,Suburban
1404,0,0.71,8,7,18,54,B3,Regular,R19,Suburban
1405,1,0.61,5,0,32,73,B1,Regular,R6,Suburban
1406,0,0.6,11,8,38,127,B4,Regular,R17,Suburban
1407,0,0.52,10,1,18,87,B4,Diesel,R4,Rural
1408,0,0.82,5,13,84,116,B4,Regular,R7,Urban
1409,0,0.63,7,12,29,119,B1,Regular,R17,Rural
1410,0,0.53,7,15,45,125,B3,Diesel,R22,Urban
1411,0,0.62,8,1,56,101,B1,Diesel,R22,Urban
1412,0,0.9,8,3,54,124,B3,Regular,R18,Rural
1413,0,0.93,9,11,77,88,B2,Diesel,R6,Suburban
1414,0,0.74,4,15,48,108,B4,Regular,R10,Rural
1415,0,0.71,9,9,75,75,B3,Regular,R18,Rural
1416,0,0.99,5,2,28,114,B2,Regular,R7,Rural
1417,0,0.6,9,3,46,129,B1,Regular,R14,Urban
1418,0,0.61,8,5,30,97,B4,Diesel,R22,Suburban
1419,0,0.65,10,4,68,102,B3,Diesel,R14,Urban
1420,0,0.59,9,17,71,58,B4,Diesel,R10,Rural
1421,0,0.69,6,2,36,54,B4,Diesel,R22,Rural
1422,0,0.96,11,9,75,121,B4,Regular,R9,Urban
1423,0,0.81,4,10,53,110,B1,Diesel,R10,Urban
1424,0,0.71,8,18,45,70,B4,Diesel,R2,Suburban
1425,0,0.97,10,13,85,146,B3,Regular,R3,Rural
1426,0,0.52,7,10,20,112,B1,Regular,R16,Urban
1427,0,0.61,11,3,58,69,B2,Diesel,R10,Urban
1428,0,0.78,9,5,52,107,B3,Regular,R11,Urban
1429,0,0.81,8,16,67,94,B1,Regular,R10,Urban
1430,0,0.52,7,18,47,71,B3,Regular,R12,Rural
1431,0,0.7,7,12,89,126,B3,Diesel,R14,Suburban
1432,0,0.82,5,9,87,124,B2,Diesel,R9,Urban
1433,0,0.85,5,10,71,131,B1,Diesel,R13,Urban
1434,0,0.82,10,5,88,112,B4,Regular,R6,Suburban
1435,0,0.66,8,1,68,79,B3,Diesel,R11,Rural
1436,0,0.55,11,0,45,112,B3,Regular,R1,Urban
1437,0,0.71,10,10,81,146,B3,Diesel,R15,Suburban
1438,1,0.56,8,15,38,93,B3,Regular,R7,Suburban
1439,0,0.97,6,2,44,116,B3,Regular,R11,Rural
1440,0,0.74,4,4,44,107,B1,Diesel,R17,Suburban
1441,0,0.66,4,14,67,114,B3,Diesel,R5,Rural
1442,0,0.88,11,14,46,85,B3,Diesel,R9,Suburban
1443,0,0.75,8,3,56,55,B3,Diesel,R16,Urban
1444,1,0.66,5,3,74,86,B4,Regular,R11,Rural
1445,0,0.91,11,7,54,142,B4,Diesel,R17,Suburban
1446,0,0.93,9,6,81,124,B1,Regular,R6,Urban
1447,0,0.84,10,16,65,104,B3,Regular,R15,Suburban
1448,0,0.52,6,14,39,126,B3,Diesel,R3,Urban
1449,0,0.78,4,4,47,124,B2,Regular,R9,Rural
1450,0,0.88,8,12,45,108,B4,Diesel,R12,Urban
1451,0,0.57,5,3,40,87,B2,Diesel,R19,Suburban
1452,0,0.61,5,16,21,74,B3,Diesel,R18,Urban
1453,0,0.94,5,16,20,128,B3,Regular,R16,Urban
1454,0,0.51,10,13,78,126,B2,Diesel,R8,Rural
1455,0,0.88,9,13,21,82,B1,Diesel,R19,Urban
1456,0,0.74,7,16,82,62,B1,Regular,R5,Urban
1457,0,0.72,11,7,29,87,B2,Diesel,R12,Suburban
1458,0,0.5,10,1,30,107,B3,Diesel,R6,Suburban
1459,0,0.91,9,12,51,137,B2,Regular,R12,Rural
1460,0,0.68,5,15,76,69,B4,Diesel,R15,Rural
1461,0,0.77,8,15,48,66,B1,Regular,R10,Rural
1462,0,0.84,11,5,88,73,B2,Regular,R17,Suburban
1463,0,0.85,6,3,30,75,B1,Regular,R7,Urban
1464,0,0.98,9,2,71,89,B4,Regular,R7,Rural
1465,0,0.77,8,5,19,81,B3,Regular,R21,Suburban
1466,0,0.7,10,3,50,142,B3,Regular,R11,Suburban
1467,0,0.98,10,17,67,127,B3,Regular,R2,Rural
1468,1,0.82,11,5,24,86,B1,Regular,R21,Suburban
1469,0,0.65,5,4,35,135,B4,Regular,R2,Urban
1470,0,0.56,6,8,68,147,B2,Diesel,R14,Suburban
1471,0,0.92,4,10,25,140,B3,Diesel,R18,Suburban
1472,0,0.68,4,5,72,141,B1,Diesel,R16,Urban
1473,0,0.83,10,15,60,135,B3,Regular,R11,Rural
1474,1,0.74,8,18,76,109,B4,Regular,R9,Suburban
1475,0,0.6,6,10,47,106,B2,Regular,R7,Urban
1476,0,0.8,8,14,76,107,B3,Diesel,R4,Rural
1477,0,0.53,6,8,26,116,B4,Diesel,R16,Urban
1478,0,0.71,6,18,85,71,B1,Diesel,R14,Suburban
1479,0,0.77,10,18,56,107,B4,Regular,R11,Urban
1480,0,0.72,8,8,28,134,B1,Regular,R8,Rural
1481,0,0.87,10,3,19,129,B3,Diesel,R11,Rural
1482,0,0.91,11,9,40,122,B3,Diesel,R20,Rural
1483,0,0.89,6,8,80,126,B4,Regular,R17,Urban
1484,1,0.52,9,18,39,123,B1,Diesel,R19,Urban
1485,0,0.6,5,14,78,98,B4,Diesel,R10,Rural
1486,0,0.77,11,18,43,134,B4,Regular,R12,Rural
1487,2,0.97,6,1,29,98,B3,Diesel,R1,Rural
1488,0,0.92,9,9,49,91,B3,Regular,R2,Suburban
1489,0,0.92,6,18,26,89,B3,Regular,R18,Suburban
1490,0,0.65,9,16,86,120,B4,Regular,R7,Suburban
1491,0,0.71,8,19,88,95,B4,Diesel,R16,Rural
1492,0,0.74,4,1,50,71,B2,Regular,R13,Suburban
1493,0,0.58,7,18,41,131,B2,Regular,R4,Rural
1494,0,0.52,11,16,86,70,B4,Regular,R10,Urban
1495,0,0.97,6,17,55,100,B2,Diesel,R9,Rural
1496,0,0.62,7,16,28,63,B4,Diesel,R18,Rural
1497,0,0.62,6,1,49,123,B3,Diesel,R9,Suburban
1498,0,0.54,8,18,81,146,B1,Regular,R22,Urban
1499,0,0.96,8,0,89,58,B3,Diesel,R10,Urban
1500,0,0.79,9,10,37,67,B4,Diesel,R8,Urban
1501,0,0.83,6,9,51,62,B3,Diesel,R11,Suburban
1502,1,0.96,8,4,59,66,B4,Diesel,R13,Suburban
1503,0,0.67,8,15,25,136,B4,Regular,R13,Suburban
1504,0,0.81,6,4,83,74,B2,Regular,R16,Suburban
1505,0,0.52,9,11,38,103,B4,Regular,R13,Suburban
1506,0,0.59,9,3,87,65,B1,Regular,R12,Rural
1507,0,0.92,9,5,22,73,B2,Regular,R15,Urban
1508,1,0.88,9,18,84,144,B1,Regular,R16,Suburban
1509,1,0.68,4,8,60,124,B4,Diesel,R8,Urban
1510,0,0.69,6,11,33,72,B3,Diesel,R6,Suburban
1511,1,0.77,10,14,52,90,B4,Diesel,R8,Rural
1512,0,0.5,4,15,60,135,B4,Diesel,R2,Urban
1513,0,0.62,8,12,56,82,B3,Regular,R18,Suburban
1514,0,0.6,4,6,27,91,B3,Regular,R11,Rural
1515,0,0.63,11,19,37,97,B1,Diesel,R17,Rural
1516,0,0.9,10,3,18,67,B2,Diesel,R10,Urban
1517,0,0.64,10,10,23,112,B2,Regular,R2,Suburban
1518,0,0.6,10,7,70,127,B2,Diesel,R19,Rural
1519,0,0.75,9,5,63,141,B1,Diesel,R20,Rural
1520,0,0.93,8,9,83,60,B1,Diesel,R20,Rural
1521,0,0.62,4,6,55,73,B3,Regular,R20,Urban
1522,0,0.54,4,6,50,110,B2,Regular,R2,Urban
1523,0,0.68,11,3,84,113,B4,Regular,R6,Suburban
1524,1,0.87,6,2,52,85,B1,Diesel,R17,Suburban
1525,0,0.78,4,6,62,132,B4,Regular,R12,Urban
1526,0,0.91,11,3,39,126,B2,Diesel,R5,Urban
1527,0,0.98,8,12,85,146,B2,Diesel,R2,Urban
1528,1,0.9,9,19,34,102,B1,Regular,R9,Rural
1529,0,0.8,6,16,22,132,B1,Regular,R2,Urban
1530,0,0.75,11,6,74,96,B3,Regular,R22,Suburban
1531,0,0.52,4,16,57,101,B4,Regular,R20,Rural
